Artist ID,Name,Nationality,Gender,Birth Year,Death Year,wikidata_id,enhanced_birth_year,match_status
63,Dacres Adams,British,Male,1864.0,1951.0,,,api_error
64,Dennis Adams,American,Male,1948.0,,,,api_error
65,Kenneth M. Adams,American,Male,1897.0,1966.0,,,api_error
66,Robert Adams,American,Male,1937.0,,,,api_error
67,Shelby Lee Adams,American,Female,1950.0,,,,api_error
68,Charles Addams,American,Male,1912.0,1988.0,,,api_error
69,Allan Adler,American,Male,1916.0,2002.0,,,api_error
70,Jankel Adler,Polish,Male,1895.0,1949.0,,,api_error
71,Virginia Admiral,American,Female,1915.0,2000.0,,,api_error
72,Pic Adrian,Romanian,Male,1910.0,,,,api_error
74,Roy Adzak,British,Male,1927.0,1987.0,,,api_error
76,Nicholas Africano,American,Male,1948.0,,,,api_error
77,Afro (Afro Basaldella),Italian,Male,1912.0,1976.0,,,api_error
78,Aftograf,Russian,,,,,,api_error
79,Agam (Yaacov Agam),Israeli,Male,1928.0,,,,api_error
80,Mehemed Fehmy Agha,American,Male,1896.0,1978.0,,,api_error
81,Kathleen Agnoli,American,Female,1945.0,,,,api_error
82,Peter Agostini,American,Male,1913.0,1993.0,,,api_error
83,Olympe Aguado de las Marismas,French,Male,1827.0,1894.0,,,api_error
84,Dongkuk S. Ahn,American,Male,1937.0,2013.0,,,api_error
85,Aarne Aho,Finnish,Male,1904.0,1978.0,,,api_error
86,Otl Aicher (also known as Otto Aicher),German,Male,1922.0,1991.0,,,api_error
87,Lucien Aigner,American,Male,1901.0,1999.0,,,api_error
88,Gregory Ain,American,Male,1908.0,1988.0,,,api_error
89,Edgar Ainsworth,British,Male,1906.0,1975.0,,,api_error
91,Roberto Aizenberg,Argentine,Male,1928.0,1996.0,,,api_error
92,Kinji Akagawa,Japanese,Male,1940.0,,,,api_error
93,Ryoji Akiyama,Japanese,Male,1942.0,,,,api_error
94,Munira Al-Kazi,Kuwaiti,Female,1939.0,,,,api_error
95,Alastair (Hans H. Voight),German,Male,1887.0,1969.0,,,api_error
96,Anni Albers,American,Female,1899.0,1994.0,,,api_error
97,Josef Albers,American,Male,1888.0,1976.0,,,api_error
98,Beatrice Albert,American,Female,,,,,api_error
99,Joan Albert,American,Female,1943.0,2012.0,,,api_error
100,Ivan Le Lorraine Albright,American,Male,1897.0,1983.0,,,api_error
101,Album-miscellaneous,Various,,,,,,api_error
103,Albert Alcalay,American,Male,1917.0,2008.0,,,api_error
104,L. (Alfred Lewin Copley) Alcopley,American,Male,1910.0,1992.0,,,api_error
105,A. Alcorn,American,,,,,,api_error
106,Alan Aldridge,British,Male,1943.0,,,,api_error
107,Pierre Alechinsky,Belgian,Male,1927.0,,,,api_error
108,Peter Alexander,American,Male,1939.0,,,,api_error
111,Carlo Alfano,Italian,Male,,,,,api_error
112,José R. Alicea,American,Male,1928.0,,,,api_error
113,Leopoldo and Guiseppe Alinari,Italian,,,,,,api_error
114,James Alinder,American,Male,1941.0,,,,api_error
115,Yves Alix,French,Male,1890.0,1969.0,,,api_error
116,Wobbe Alkema,Dutch,Male,1900.0,1984.0,,,api_error
117,William Allan,American,Male,1936.0,,,,api_error
118,Alexander Alland,American,Male,1902.0,1989.0,,,api_error
119,Harry Allen,American,Male,1964.0,,,,api_error
120,Terry Allen,American,Male,1943.0,,,,api_error
121,Adrian Allinson,British,Male,1890.0,1959.0,,,api_error
123,Carlos Alonso,Argentine,Male,1929.0,,,,api_error
124,Glen Alps,American,Male,1914.0,1996.0,,,api_error
126,Henry Altchek,American,Male,1943.0,,,,api_error
127,Gerhard Altenbourg,German,Male,1926.0,1989.0,,,api_error
128,Hobie Alter,American,Male,1933.0,,,,api_error
129,Harold Altman,American,Male,1924.0,2003.0,,,api_error
131,Giacchino Altobelli,Italian,Male,1814.0,,,,api_error
132,John Altoon,American,Male,1925.0,1969.0,,,api_error
135,Manuel Álvarez Bravo,Mexican,Male,1902.0,2002.0,,,api_error
136,Dag Alveng,Norwegian,Male,1953.0,,,,api_error
137,Getulio Alviani,Italian,Male,1939.0,,,,api_error
138,Edmond-François Aman Jean,French,Male,1858.0,1936.0,,,api_error
139,Kunihiro Amano,Japanese,Male,,,,,api_error
140,Jim Amaral,American,Male,1933.0,,,,api_error
141,Emilio Ambasz,Argentine,Male,1943.0,,,,api_error
142,M. Ameen,Nationality unknown,,,,,,api_error
143,Irving Amen,American,Male,1918.0,2011.0,,,api_error
144,Woody van Amen,Dutch,Male,1936.0,,,,api_error
145,Gregory Amenoff,American,Male,1948.0,,,,api_error
148,Florencia de Amesti,Chilean,Female,1925.0,2006.0,,,api_error
149,Cuno Amiet,Swiss,Male,1868.0,1961.0,,,api_error
150,Francisco Amighetti Ruiz,Costa Rican,Male,1907.0,1998.0,,,api_error
152,Ralph Ammirati,American,Male,,,,,api_error
