Artist ID,Name,Nationality,Gender,Birth Year,Death Year
25430,Jason Middlebrook,American,Male,1966.0,
25480,Daniel Zeller,American,Male,1965.0,
25515,Joey Kötting,British,Male,1966.0,
25581,Jonathan Hammer,American,Male,1960.0,
25843,Jonathan Ive,British,Male,1967.0,
25964,Marlon Castellanos,Cuban,Male,1974.0,
25965,Sandra Ramos,Cuban,Female,1969.0,
25966,"John F. Simon, Jr.",American,Male,1963.0,
25967,Ruth Root,American,Female,1967.0,
25973,Paul Noble,British,Male,1963.0,
25982,Olafur Eliasson,Icelandic,Male,1967.0,
26079,Yun-Fei Ji,Chinese,Male,1963.0,
26097,Kim Young Jin,Korean,Male,1965.0,
26099,Markus Freitag,Swiss,Male,1971.0,
26100,Daniel Freitag,Swiss,Male,1972.0,
26103,Thomas Scheibitz,German,Male,1968.0,
26145,Robert James Leonetti,American,Male,1965.0,
26153,"Dyson Ltd., England",,,1993.0,
26155,Fernando Bryce,Peruvian,Male,1965.0,
26156,npk industrial design b.v.,Dutch,,1979.0,
26159,Robert Sluijter,Dutch,Male,1967.0,
26160,Janwillem Bouwknegt,Dutch,,1973.0,
26161,Camille van den Brande,Dutch,Female,1966.0,
26162,Paul Groeneveld,Dutch,Male,1974.0,
26169,Ginny Bishton,American,Female,1967.0,
26178,Kai Althoff,German,Male,1966.0,
26195,Charles LeDray,American,Male,1960.0,
26216,Sang-Ah Choi,Korean,Female,1971.0,
26218,Benjamin Edwards,American,Male,1970.0,
26244,Abel Barroso,Cuban,Male,1971.0,
26245,Pierre Huyghe,French,Male,1962.0,
26246,Michael Raedecker,Dutch,Male,1963.0,
26247,Angela Bulloch,Canadian,Female,1966.0,
26363,Reiser + Umemoto RUR Architecture PC,American,,1986.0,
26370,Li Yongbin,Chinese,Female,1963.0,
26371,Kristin Lucas,American,Female,1968.0,
26393,Greg Lynn,American,Male,1964.0,
26398,United Architects,American,,2002.0,
26402,Imaginary Forces,American,,1996.0,
26418,Critical Art Ensemble,American,Male,1987.0,
26421,Louise Wilson,British,Female,1967.0,
26424,Jane Wilson,British,Female,1967.0,
26441,Paul Pfeiffer,American,Male,1966.0,
26442,Piotr Wyrzykowski,Polish,Male,1968.0,
26444,Cedric Buchet,Danish,Male,1974.0,
26446,Simone Nieweg,German,Female,1962.0,
26465,Josiah McElheny,American,Male,1966.0,
26479,Valérie Belin,French,Female,1964.0,
26480,Collier Schorr,American,Female,1963.0,
26492,"Edra S.p.A., Italy",Italian,,1987.0,
26512,Claude Closky,French,Male,1963.0,
26542,Cheryl Donegan,American,Female,1962.0,
26544,John Pilson,American,Male,1968.0,
26545,Melinda Morey,American,Female,1963.0,
26632,Fabrice Hybert,French,Male,1961.0,
26637,Glen Luchford,British,Male,1968.0,
26684,Moshekwa Langa,South African,Male,1975.0,
26685,Verne Dawson,American,Male,1961.0,
26737,Todd Greene,American,Male,1967.0,
26738,"The HeadBlade Company, LLC, Los Angeles, CA",American,,2000.0,
26740,Dinh Q. Lê,American,Male,1968.0,
26839,Fang Lijun,Chinese,Male,1963.0,
26842,Komplot Design,Danish,,1987.0,
26859,Adriaan Geuze,Dutch,Male,1960.0,
26866,Chris Johanson,American,Male,1968.0,
26867,Paul Chan,Chinese,Male,1973.0,
26883,"Unimark International Corporation, New York",American,,1964.0,
26884,Hong Hao,Chinese,Male,1965.0,
26933,Clear Blue Hawaii,,,2001.0,
26934,Nick Schade,American,Male,1963.0,
26951,Andy Diaz Hope,American,Male,1967.0,
27148,Brad Brown,American,Male,1964.0,
27149,Hideo Kanbara,Japanese,Male,1978.0,
27162,Lee Etheredge IV,American,Male,1968.0,
27169,Teo González,Spanish,Male,1964.0,
27178,Christine Hiebert,American,Female,1960.0,
27183,Julia Mangold,German,Female,1966.0,
27185,Stephen Metts,American,Male,1968.0,
27194,Laurie Reid,American,Female,1964.0,
27203,Zwelethu Mthethwa,South African,Male,1960.0,
27233,William E. Massie,American,Male,1962.0,
27237,Victoria Sambunaris,American,Female,1964.0,
27243,D-L Alvarez,American,Male,1965.0,
27259,Lindy Roy,South African,Female,1963.0,
27261,Visual AIDS Artists Caucus,American,,1988.0,
27305,Marc Räder,German,Male,1966.0,
27345,Dainese S.p.A.,Italian,,1972.0,
27393,Kumi Machida,Japanese,Female,1970.0,
27403,Walton Ford,American,Male,1960.0,
27427,Mark Dion,American,Male,1961.0,
27431,Neo Rauch,German,Male,1960.0,
27434,Mikon van Gastel,Dutch,Male,1971.0,
27436,Farshid Moussavi,Iranian,Female,1965.0,
27437,Alejandro Zaera-Polo,Spanish,Male,1963.0,
27457,"GUBI, Copenhagen, Denmark",,,1976.0,
27464,Tord Boontje,Dutch,Male,1968.0,
27465,Emma Woffenden,British,Male,1962.0,
27476,Ryue Nishizawa,Japanese,Male,1966.0,
27479,Ole Scheeren,German,Male,1971.0,
27485,Michael Landy,British,Male,1963.0,
27532,Victoria Gil,Spanish,Female,1963.0,
27561,Kutlug Ataman,Turkish,Male,1961.0,
27589,Solange Fabião,Brazilian,Female,1963.0,
27596,Heike Baranowsky,German,Female,1967.0,
27642,CFAN,American,,1974.0,
27656,Graham Little,British,Male,1972.0,
27663,Jennifer Pastor,American,Female,1966.0,
27669,Barry McGee,American,Male,1966.0,
27684,Neil Katz,American,,1962.0,
27712,Marcel Dzama,Canadian,Male,1974.0,
27713,Trenton Doyle Hancock,American,Male,1974.0,
27724,fuseproject,,,1999.0,
27725,Biomega,Danish,,1998.0,
27732,Cindy van den Bremen,Dutch,Female,1972.0,
27733,Hareide Designmill,Norwegian,,2000.0,
27741,"Gad Shaanan Design, Inc.",American,,1981.0,
27743,"Med-Eng Systems, Inc.",Canadian,,1981.0,
27753,Jens Martin Skibsted,Danish,Male,1970.0,
27756,"…XYZ Dot Dot Dot Ex Why Zed Design, Ltd.",South African,,2000.0,
27759,Karim Rashid,Egyptian,Male,1960.0,
27763,"Vessel, Inc.",American,,2001.0,
27765,Matthias Megyeri,German,Male,1973.0,
27767,Mathieu Lehanneur,French,Male,1974.0,
27776,Jackie Piper,American,,1968.0,
27777,Marcus Willcocks,British,Male,1977.0,
27778,"Design Against Crime Research Initiative, Central Saint Martins College of Art and Design",British,,2000.0,
27781,Carolien Vlieger,Dutch,Female,1975.0,
27782,Hein van Dam,Dutch,Male,1974.0,
27783,Vlieger & Vandam,Dutch,,2004.0,
27786,Anthony Dunne,British,Male,1964.0,
27787,Fiona Raby,British,Female,1963.0,
27788,Dunne & Raby,British,,1994.0,
27791,Michael Rakowitz,American,Male,1973.0,
27792,Martín Ruiz de Azúa,Spanish,Male,1965.0,
27801,Humanscale,American,,1982.0,
27802,Freeplay Energy Plc.,South African,,1996.0,
27807,Médecins Sans Frontières (Doctors Without Borders),,,1971.0,
27808,Ouzak Design Formation,Japanese,,1996.0,
27820,Tim Lee,Korean,Male,1975.0,
27821,Robin Rhode,South African,Male,1976.0,
27822,Melanie Smith,British,Female,1965.0,
27853,Kazuhiro Yamanaka,Japanese,Male,1971.0,
27854,Pallucco Italia S.p.A.,Italian,,1980.0,
27856,Artecnica,American,,1986.0,
27879,Hill Jephson Robb,Scottish,Male,1970.0,
27881,Paul Kirps,Luxembourgish,Male,1969.0,
27888,Ralph Borland,South African,Male,1974.0,
27918,Olivier Peyricot,French,Male,1969.0,
27934,Antenna Design,American,,1997.0,
27944,Duncan Turner,British,Male,1979.0,
27946,Clean Call,American,,1995.0,
27952,"Carlson Technology, Inc.",American,,1982.0,
27963,"RedStart Design, LLC",American,,2004.0,
27966,Nayland Blake,American,Male,1960.0,
27968,Safety 1st,American,,1984.0,
27971,Rivane Neuenschwander,Brazilian,Female,1967.0,
27980,"EMBT Miralles Tagliabue Arquitectes Associats, Barcelona",,,1992.0,
27983,West 8 Urban Design & Landscape Architecture BV,Dutch,,1987.0,
27990,"Leatherman Tool Group, Inc.",American,,1983.0,
27993,"Sam Medical Products, a division of The Seaberg Company, Inc.",American,,1985.0,
27997,Deborah Adler,American,Female,1975.0,
28003,Organ Recovery Systems,American,,1998.0,
28019,Masamichi Udagawa,Japanese,Male,1964.0,
28020,Sigi Moeslinger,Austrian,Female,1968.0,
28050,Tomoko Sawada,Japanese,Female,1977.0,
28064,Alloy Ltd. Total Product Design,British,,1999.0,
28078,NOAQ Flood Protection AB,Swedish,,2001.0,
28082,Jakob Wagner,Danish,Male,1963.0,
28086,Stephan Augustin,German,Male,1967.0,
28097,Wangechi Mutu,Kenyan,Female,1972.0,
